id,region,sexo,edad,p72,p72_1,p72_1otr,p72_2,p73,p74,p74_1,p74_2,p74_3,p74_4,p74_4_bis,p75_1,p75_2,p75_3,p75_4,p76horas,p76minutos,horas_internet,minutos_internet,p77_1,p77_2,p77_3,p77_4,p77_5,p77_6,p77_7,p77_8,p77_9,p77_10,p78_1,p78_2,p78_3,p78_4,p78_5,p78_1_1,p78_1_2,p78_1_3,p78_1_4,p78_1_5,p78_2b,p78_3b_1,p78_3b,p79_1,p79_2,p79_3,p79_4,p79_5,p79_6,p79_7,p80horas,p80minutos,horas_redes,minutos_redes,p81,p81_1a,p81_1b,p81_1c,p81_1d,p81_1e,p81_1f,p81_1g,p81_1h,p81_1i,p81_1j,p81_1k,p81_1l,p82,p83,p84,p85,p85_1,p85_2,p85_3,p85_3_bis,p86,p87,p88,p89horas,p89minutos,horas_videojuegos,minutos_videojuegos,p90_1,p90_2,p90_3,p90_4,p91,p91_bis,minutos_radio_1,minutos_radio_total,horas_radio_total,minutos_musica_1,minutos_musica_total,horas_musica_total,minutos_diario_1,minutos_diario_total,horas_diario_total,minutos_tv_1,minutos_tv_total,horas_tv_total,minutos_internet_1,minutos_internet_total,horas_internet_total,minutos_redes_1,minutos_redes_total,horas_redes_total,minutos_videojuegos_1,minutos_videojuegos_total,horas_videojuegos_total
1262,CUYO,Varón,26,SI,, ,NA,NA,SI,NA,,INCLUYE CABLE,600,600,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,2,30,2,30,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,SI,SI,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NO,NA, ,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNAS VECES AL MES,NUNCA,ALGUNAS VECES AL MES,NUNCA,1,0,1,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,NINGUNA,NO,1,SI,SI,380,380,7000,SI,ALGUNAS VECES AL MES,3,0,3,0,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,NUNCA,NUNCA,0,0,120,120,2,240,240,4,60,60,1,180,180,3,120,150,2.5,60,60,1,180,180,3
1263,CUYO,Varón,37,NO,PORQUE INTERNET ES CARO, ,NO,SI,SI,NA,,"NO, ES SOLO LO QUE PAGO DE INTERNET",300,300,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,1,NO USA,1,NO USA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,0,30,0,30,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,NINGUNA,NINGUNA,NO,1,SI,NO,200,200,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,240,240,4,120,120,2,0,0,0,120,120,2,60,60,1,0,30,0.5,0,0,0
1264,CUYO,Varón,46,NO,PORQUE NO LE GUSTA, ,NO,NO,NA,NA,,NA,,0,NA,NA,NA,NA,,,0,NO USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,NA,NA,,,,,,,,,,,,NINGUNA,NINGUNA,NO,1,SI,NO,NS/NC,NS/NC,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,60,90,1.5,60,60,1,0,0,0,60,60,1,0,0,0,0,0,0,0,0,0
1265,CUYO,Varón,67,NO,PORQUE NO APRENDI A USAR INTERNET, ,NO,NO,NA,NA,,NA,,0,NA,NA,NA,NA,,,0,NO USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,NA,NA,,,,,,,,,,,,NINGUNA,NINGUNA,NO,NINGUNO,NA,NA,,0,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,360,360,6,180,180,3,60,60,1,180,180,3,0,0,0,0,0,0,0,0,0
1266,CUYO,Mujer,14,SI,, ,NA,NA,SI,NA,,NS/NC,NS/NC,NS/NC,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,2,NO USA,2,NO USA,NUNCA,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,NUNCA,TODOS O CASI TODOS LOS DÍAS,ALGUNA VEZ AL AÑO O MENOS,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,ALGUNA VEZ AL AÑO O MENOS,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,0,30,0,30,"PUBLICA, EDITA, CREA, CONSTRUYE Y/O RECICLA CONTENIDOS",FOTOS,IMÁGENES,MÚSICA,,,,,,,,,,1,NINGUNA,NO,1,SI,NO,NS/NC,NS/NC,NS/NC,SI,ALGUNOS DIAS POR SEMANA,1,0,1,0,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NS/NC,NS/NC,120,120,2,120,120,2,0,0,0,60,60,1,120,120,2,0,30,0.5,60,60,1
1267,CUYO,Mujer,23,SI,, ,NA,NA,SI,NA,,INCLUYE CABLE,400,400,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,6,NO USA,6,NO USA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,SI,SI,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NO,NA, ,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,3,0,3,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,NINGUNA,NO,1,SI,SI,200,200,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,240,240,4,240,240,4,60,60,1,240,240,4,360,360,6,180,180,3,0,0,0
1268,CUYO,Mujer,39,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,400,400,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,2,NO USA,2,NO USA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NO,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,NS/NC,NA,,,,,,,,,,,,1,NINGUNA,SI,NINGUNO,NA,NA,,0,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,120,120,2,120,120,2,0,0,0,120,120,2,120,120,2,0,0,0,0,0,0
1269,CUYO,Mujer,58,NO,PORQUE NO LE INTERESA, ,NO,NO,NA,NA,,NA,,0,NA,NA,NA,NA,,,0,NO USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,NA,NA,,,,,,,,,,,,1,NINGUNA,NO,1,NO,NA,NS/NC,NS/NC,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,60,60,1,60,60,1,0,0,0,180,180,3,0,0,0,0,0,0,0,0,0
1270,CUYO,Mujer,62,SI,, ,NA,NA,SI,NA,,INCLUYE CABLE,400,400,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,2,NO USA,2,NO USA,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NO,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,NS/NC,NA,,,,,,,,,,,,1,NINGUNA,NO,1,SI,NO,120,120,0,SI,TODOS O CASI TODOS LOS DIAS,4,0,4,0,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NUNCA,0,0,180,180,3,240,240,4,0,0,0,360,360,6,120,120,2,0,0,0,240,240,4
1271,NEA,Varón,18,SI,, ,NA,NA,SI,NA,,"NO, ES SOLO LO QUE PAGO DE INTERNET",580,580,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,3,15,3,15,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,SI,WHATSAPP, ,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,NUNCA,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,2,0,2,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,NINGUNA,NO,1,SI,SI,1200,1200,0,SI,ALGUNOS DIAS POR SEMANA,0,30,0,30,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,0,0,300,300,5,60,105,1.75,0,15,0.25,0,30,0.5,180,195,3.25,120,120,2,0,30,0.5
1272,NEA,Varón,29,SI,, ,NA,NA,SI,NA,,"NO, ES SOLO LO QUE PAGO DE INTERNET",400,400,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,10,NO USA,10,NO USA,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,NUNCA,ALGUNA VEZ AL AÑO O MENOS,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,7,0,7,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,2,NINGUNA,SI,1,SI,SI,300,300,0,SI,ALGUNOS DIAS POR SEMANA,2,0,2,0,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,NS/NC,NS/NC,60,80,1.333333333,480,480,8,60,60,1,600,600,10,600,600,10,420,420,7,120,120,2
1273,NEA,Varón,32,SI,, ,NA,NA,SI,NA,,INCLUYE CABLE,500,500,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNOS DIAS POR SEMANA,10,NO USA,10,NO USA,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DÍAS,ALGUNA VEZ AL AÑO O MENOS,SI,SI,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,NA,NA,NA,NO,NA, ,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,8,30,8,30,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,2,NINGUNA,SI,1,SI,SI,290,290,0,SI,ALGUNA VEZ CADA 3 MESES,0,50,0,50,ALGUNAS VECES AL MES,NUNCA,NUNCA,ALGUNA VEZ AL AÑO O MENOS,0,0,0,0,0,480,480,8,60,90,1.5,120,120,2,600,600,10,480,510,8.5,0,50,0.833333333
1274,NEA,Varón,48,NO,PORQUE NO APRENDI A USAR INTERNET, ,NO,NO,NA,NA,,NA,,0,NA,NA,NA,NA,,,0,NO USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,NA,NA,,,,,,,,,,,,NINGUNA,NINGUNA,NO,1,NO,NA,100,100,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,300,300,5,0,0,0,120,120,2,60,60,1,0,0,0,0,0,0,0,0,0
1275,NEA,Varón,72,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,1200,1200,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,8,NO USA,8,NO USA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNAS VECES AL MES,NUNCA,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NO,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,4,NINGUNA,SI,1,SI,SI,600,600,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,480,480,8,360,360,6,180,180,3,300,300,5,480,480,8,0,0,0,0,0,0
1276,NEA,Mujer,18,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,NS/NC,NS/NC,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNAS VECES AL MES,5,NO USA,5,NO USA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNA VEZ AL AÑO O MENOS,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNAS VECES AL MES,SI,SI,SI,NO,NO,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NA,NA,SI,WHATSAPP, ,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,2,30,2,30,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,4,2,SI,1,SI,SI,260,260,0,SI,ALGUNA VEZ CADA 3 MESES,0,30,0,30,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,NUNCA,NUNCA,0,0,0,15,0.25,180,180,3,0,30,0.5,120,120,2,300,300,5,120,150,2.5,0,30,0.5
1277,NEA,Mujer,29,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,1004,1004,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,ALGUNA VEZ AL AÑO O MENOS,ALGUNAS VECES AL MES,16,NO USA,16,NO USA,TODOS O CASI TODOS LOS DÍAS,ALGUNA VEZ CADA 3 MESES,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNA VEZ CADA 3 MESES,NUNCA,NUNCA,ALGUNA VEZ CADA 3 MESES,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ AL AÑO O MENOS,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,NUNCA,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ CADA 3 MESES,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,16,0,16,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,6,3,SI,1,SI,SI,514,514,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,25,0.416666667,300,330,5.5,0,20,0.333333333,60,90,1.5,960,960,16,960,960,16,0,0,0
1278,NEA,Mujer,33,SI,, ,NA,NA,NO,SI,560,NA,,0,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,12,NO USA,12,NO USA,NUNCA,NUNCA,ALGUNA VEZ AL AÑO O MENOS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,10,0,10,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,NINGUNA,1,NO,1,SI,NO,270,270,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,240,240,4,300,300,5,120,120,2,600,600,10,720,720,12,600,600,10,0,0,0
1279,NEA,Mujer,45,SI,, ,NA,NA,NO,SI,320,NA,,0,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,16,NO USA,16,NO USA,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,ALGUNAS VECES AL MES,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,12,0,12,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,NINGUNA,NO,1,SI,SI,450,450,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,180,180,3,180,180,3,120,120,2,180,210,3.5,960,960,16,720,720,12,0,0,0
1280,NEA,Mujer,61,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,1200,1200,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,6,NO USA,6,NO USA,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,NUNCA,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,SI,WHATSAPP, ,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,3,0,3,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,4,1,SI,1,SI,SI,500,500,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,360,360,6,240,240,4,60,60,1,240,240,4,360,360,6,180,180,3,0,0,0
1281,NEA,Varón,19,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,550,550,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNAS VECES AL MES,12,NO USA,12,NO USA,ALGUNA VEZ AL AÑO O MENOS,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ AL AÑO O MENOS,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,SI,SI,SI,SI,NO,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,NA,SI,WHATSAPP, ,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,12,0,12,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,3,NINGUNA,SI,1,SI,SI,500,500,0,SI,ALGUNAS VECES AL MES,4,0,4,0,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DIAS,NUNCA,ALGUNAS VECES AL MES,300,300,60,60,1,0,30,0.5,60,90,1.5,120,120,2,720,720,12,720,720,12,240,240,4
1282,NEA,Varón,27,SI,, ,NA,NA,NO,SI,580,NA,,0,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,15,NO USA,15,NO USA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,10,0,10,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,NINGUNA,NINGUNA,NO,1,SI,SI,290,290,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,240,270,4.5,120,120,2,0,0,0,300,300,5,900,900,15,600,600,10,0,0,0
1283,NEA,Varón,34,SI,, ,NA,NA,NO,SI,580,NA,,0,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,4,NO USA,4,NO USA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,SI,NO,NO,NO,NO,ALGUNOS DIAS POR SEMANA,NA,NA,NA,NA,NO,NA, ,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,2,30,2,30,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,1,NINGUNA,NO,1,SI,SI,400,400,0,SI,ALGUNAS VECES AL MES,2,0,2,0,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNA VEZ AL AÑO O MENOS,0,0,180,180,3,120,120,2,120,150,2.5,360,360,6,240,240,4,120,150,2.5,120,120,2
1284,NEA,Varón,48,NO,PORQUE NO LE INTERESA, ,SI,NO,NA,NA,,NA,,0,NA,NA,NA,NA,,,0,NO USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,NA,NA,,,,,,,,,,,,1,NINGUNA,NO,1,SI,NO,60,60,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,120,120,2,120,120,2,60,60,1,240,240,4,0,0,0,0,0,0,0,0,0
1285,NEA,Varón,61,NO,PORQUE NO APRENDI A USAR INTERNET, ,NO,NO,NA,NA,,NA,,0,NA,NA,NA,NA,,,0,NO USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,NA,NA,,,,,,,,,,,,2,NINGUNA,SI,NINGUNO,NA,NA,,0,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,60,90,1.5,0,30,0.5,0,0,0,180,180,3,0,0,0,0,0,0,0,0,0
1286,NEA,Mujer,19,SI,, ,NA,NA,SI,NA,,"NO, ES SOLO LO QUE PAGO DE INTERNET",480,480,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,5,NO USA,5,NO USA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,NO,NO,NO,NO,ALGUNOS DIAS POR SEMANA,NA,NA,NA,NA,SI,WHATSAPP, ,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,0,30,0,30,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,NINGUNA,NINGUNA,NO,1,SI,NO,100,100,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,120,120,2,180,180,3,0,30,0.5,120,120,2,300,300,5,0,30,0.5,0,0,0
1287,NEA,Mujer,24,SI,, ,NA,NA,NO,SI,150,NA,,0,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,16,NO USA,16,NO USA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,SI,NO,SI,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,TODOS O CASI TODOS LOS DÍAS,NA,NA,SI,WHATSAPP, ,NUNCA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,12,0,12,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,NINGUNA,NINGUNA,NO,2,SI,SI,100,100,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,480,510,8.5,300,300,5,0,30,0.5,300,300,5,960,960,16,720,720,12,0,0,0
